adversity,-0.25
advertent,0.5
advertently,0.375
advil,-0.25
advisability,0.375
advisable,0.625
advised,0.5
advisedly,0.375
advisement,0.5
advisory,0.25
adynamia,-0.5
adynamic,-0.625
aegis,-0.375
aengus,0.375
aesthesia,-0.25
aesthete,0.375
aesthetic,0.25
aesthetical,0.625
aesthetician,0.5
aetiology,0.25
affable,0.625
affably,0.25
affaire,0.25
affairs,0.5
affected role,-0.5
affected,0.375
affectedly,-0.375
affectedness,-0.5
affecting,0.375
affectingly,0.375
affection,0.375
affectional,0.25
affectionate,0.625
affectionately,0.625
affectionateness,0.375
affective disorder,-0.5
affective,0.25
affirmable,0.625
affirmative,0.5
affirmatively,0.25
affirmativeness,0.75
affirmatory,0.5
affirmer,0.25
afflatus,0.5
afflict,-0.5
afflicted,-0.375
affliction,-0.625
afflictive,-0.875
affluence,0.25
affluent,-0.25
affray,-0.375
affright,0.375
affront,-0.25
afibrinogenemia,-0.5
aflicker,0.25
afloat,0.375
aflutter,-0.25
afraid,-0.5
african monitor,-0.25
afro-wig,-0.25
after hours,-0.25
agalactia,-0.5
agalactosis,-0.5
agamic,-0.625
agammaglobulinemia,-0.625
agamogenesis,-0.375
agamogenetic,-0.625
agamous,-0.625
agape love,0.5
agape,0.5
age of consent,-0.375
age,0.25
aged,0.5
ageless,0.25
agent,0.5
aggeus,-0.25
agglomerate,0.25
agglomerated,0.25
agglomerative,0.25
agglutination test,-0.25
aggravate,-0.25
aggravated assault,-0.375
aggravating,-0.25
aggravation,-0.5
aggravator,-0.25
aggress,-0.5
aggressive,0.5
aggressively,0.5
aggro,-0.375
aggroup,0.375
aghast,0.25
agilely,0.5
agitated,-0.5
agitating,-0.5
agitation,-0.375
agitative,-0.5
agleam,0.375
aglow,0.25
agnail,-0.25
agnatha,-0.25
agnathan,-0.5
agnes gonxha bojaxhiu,-0.375
agnise,0.375
agnize,0.375
agnosia,-0.25
agnostical,0.375
agog,0.625
agonal,-0.25
agonise,-0.625
agonised,-0.75
agonising,-0.5
agonistical,-0.25
agonize,-0.625
agonized,-0.75
agonizing,-0.5
agony,-0.625
agoraphobic,-0.75
agranulocytic,-0.25
agranulocytosis,-0.5
agranulosis,-0.5
agrapha,-0.5
agreeability,0.75
agreeable,0.5
agreeableness,0.625
agreeably,0.375
ague,0.25
aguish,-0.375
ahistorical,-0.375
ahriman,-0.375
ahura mazda,0.5
ahura,0.375
aid,-0.25
ail,-0.875
ailing,-0.625
ailment,-0.25
ailurus,-0.375
aimless,0.375
aimlessly,0.25
aimlessness,0.625
air castle,-0.25
air sick,-0.5
air-dry,-0.625
air-filled,-0.25
air-slake,-0.5
air-tight,-0.25
airheaded,-0.5
airily,0.25
airplane ticket,0.5
airs,-0.375
airsick,-0.5
airstrip,-0.25
airtight,-0.25
akaryocyte,-0.375
akaryote,-0.375
alacritous,0.5
alacrity,0.375
alalia,-0.625
alarmed,-0.625
alarming,-0.5
alarmingly,0.375
alas,-0.875
alauda arvensis,0.25
albers-schonberg disease,-0.375
albigensianism,0.5
albinal,-0.5
albinic,-0.5
albinism,-0.625
albinistic,-0.5
albinotic,-0.5
albion,0.25
albuginaceae,-0.25
albugo,-0.5
albuminuria,-0.5
alcalescent,-0.25
alcaptonuria,0.5
alcoholise,-0.25
aldactone,-0.25
alder blight,-0.25
aleppo boil,-0.5
alert,0.5
alertly,0.25
alexia,-0.375
alga,-0.25
algae,-0.25
algebraically,0.25
algidity,0.5
algolagnia,-0.625
algometry,-0.25
algophilia,-0.625
algophobia,-0.625
algophobic,-0.875
algorithm error,-0.5
alien,-0.625
alienage,-0.375
alienate,0.5
alienated,0.5
alienating,-0.75
alienation of affection,-0.5
alienator,-0.375
alienism,-0.25
alienist,-0.25
alike,0.25
alimental,0.25
alimentary,0.25
aliquant part,-0.625
aliquant,-0.625
aliyah,0.5
alizarin yellow,-0.625
alkalemia,-0.5
alkalescent,-0.25
alkali poisoning,-0.5
alkaline-loving,-0.25
alkalosis,-0.25
alkaptonuria,0.5
all along,0.25
all important,0.625
all over,0.375
all right,0.375
all the same,-0.375
all,0.5
all-embracing,0.375
all-encompassing,0.375
all-fired,-0.25
all-important,0.625
all-inclusive,0.375
all-knowing,0.5
all-or-none,-0.25
all-or-nothing,-0.25
all-out,-0.25
all-purpose,-0.75
all-time,0.25
all-victorious,-0.5
all-weather,-0.25
allantoic,0.25
allargando,0.25
allegement,0.5
allegorically,0.25
allegretto,-0.375
allegro con spirito,0.5
allegro,0.375
allergic,-0.625
alleviant,-0.625
alleviate,0.25
alleviated,-0.75
alleviative,-0.625
alleviator,-0.5
alleviatory,-0.625
alley cat,-0.625
alliaceae,-0.25
alligator,-0.25
alligatored,-0.25
alliteratively,0.25
allomerism,-0.25
allotropic,0.375
allotropical,0.375
allow0,-0.25
allowably,0.375
alloyed,-0.625
allure,0.25
allurement,0.375
alluring,0.5
allusiveness,0.25
almond-eyed,0.25
almond-scented,-0.25
alms,-0.5
alms-giving,-0.5
almsgiving,-0.5
aloe family,-0.5
aloeaceae,-0.5
aloneness,-0.5
aloof,0.25
alopecia areata,-0.5
alp,0.5
alpestrine,0.5
alpha privative,-0.375
alpha,0.25
alpha-lipoprotein,0.25
alphabet soup,-0.375
alpine lady fern,0.25
alpine scurvy,-0.75
alpine totara,-0.25
alpinism,-0.5
alpinist,-0.5
also-ran,-0.375
alstroemeriaceae,-0.25
alterability,0.25
alterable,0.5
alterative,0.875
altercate,0.25
altercation,-0.375
alternative energy,-0.625
altissimo,0.5
altitudinous,0.5
altogether,-0.25
altruism,0.75
altruistic,0.75
altruistically,0.25
alveolar resorption,-0.25
amalgamative,-0.625
amastia,-0.375
amateurish,0.25
amateurishly,0.25
amati,0.25
amative,0.75
amativeness,0.5
amatory,0.5
amaurosis,-0.375
amaurotic,-0.25
amaze,-0.25
amazed,-0.5
amazement,-0.375
amazing,0.25
ambagious,0.375
ambassador,0.375
amberbell,-0.25
ambient,0.375
ambiguity,0.25
ambiguously,0.375
ambition,0.375
ambitionless,0.5
ambitious,0.375
ambitiously,0.375
ambitiousness,0.25
ambivalent,-0.625
ambiversion,-0.375
ambiversive,-0.25
ambrosia trifida,0.25
ambrosial,0.5
ambulate,-0.625
ambuscade,-0.5
ambush,-0.5
amebiasis,-0.625
amebic dysentery,-0.625
amebiosis,-0.625
amelia,-0.5
ameliorate,0.375
amenable,0.5
amendable,0.5
amenia,-0.625
amenity,0.625
amenorrhea,-0.625
amenorrhoea,-0.625
amentaceous,0.25
amentiferous,0.25
american bittern,0.375
american saddle horse,0.25
amethopterin,-0.625
ametria,-0.5
ametropia,-0.25
ametropic,-0.25
amiability,0.875
amiable,0.75
amiably,0.25
amicable,0.875
amicably,0.25
amicus curiae brief,-0.5
amigo,0.25
amino group,0.25
amino,0.25
amiss,-0.75
amity,-0.625
ammoniate,-0.375
ammoniated,-0.25
ammoniuria,-0.625
amnesiac,-0.5
amnesic aphasia,-0.5
amnesic,-0.25
amnestic aphasia,-0.5
amobarbital,-0.375
amoebiasis,-0.625
amoebic dysentery,-0.625
amoebiosis,-0.625
amok,-0.25
amoralism,0.5
amoralist,0.75
amorally,-0.625
amorist,0.375
amoristic,0.5
amorous,0.75
amorousness,0.5
amorphous,-0.5
amort,0.375
amour propre,-0.5
amour,0.25
amphibolips,-0.625
amphipod,0.375
amphiprostylar,0.375
amphiprostyle,0.375
amphiprotic,0.5
amphoteric,0.5
amplitude distortion,-0.5
amplitude level,-0.25
amuck,-0.25
amuse,0.875
amusement,-0.375
amusing,0.5
amusingly,0.75
amusive,0.5
amy lowell,0.375
amygdaline,0.25
amyl nitrate,-0.375
amyloidosis,-0.75
amyotonia,-0.5
amyxia,-0.375
anacanthini,-0.5
anachronism,-0.375
anachronistically,0.25
anacin iii,-0.5
anaclisis,0.375
anaclitic depression,-0.375
anaemia,0.25
anaemic,-0.25
anaerobe,-0.625
anaerobic,-0.375
anaerobiotic,-0.375
anaesthesia,-0.25
anagogic,-0.25
anagogical,-0.25
analbuminemia,-0.5
analgesia,-0.75
analgesic,-0.375
analogical,-0.5
analogous,-0.25
analogously,0.25
analphabetism,-0.375
analytical balance,0.375
analyzable,0.625
anapaestic,-0.375
anapestic,-0.375
anaphrodisiac,0.5
anapsid reptile,-0.5
anapsid,-0.5
anarchic,-0.5
anarchical,-0.5
anarchically,0.25
anasarca,-0.5
anasarcous,-0.75
anaspida,-0.25
anastigmatic lens,0.5
anastomose,-0.375
anastylosis,-0.25
anathemise,-0.375
anathemize,-0.375
anatomically,0.375
anatoxin,-0.75
andira inermis,-0.25
andrea palladio,0.25
androgyny,0.625
ane,-0.25
anecdotic,0.25
anecdotical,0.25
anechoic,-0.625
anemic anoxia,-0.5
anemic hypoxia,-0.375
anencephalic,-0.5
anencephalous,-0.5
anergy,0.25
aneroid,-0.625
anesthesia,-0.25
aneuploid,-0.5
aneuploidy,-0.25
aneurism,-0.375
aneurysm,-0.375
anfractuous,-0.25
angelic,0.625
angelically,0.25
anger,0.375
angiitis,-0.25
angina pectoris,-0.5
angina,-0.75
anginal,-0.5
anginose,-0.5
anginous,-0.5
angioedema,-0.5
angiopathy,-0.375
angle-closure glaucoma,0.375
anglewing,0.25
anguish,-0.625
anguished,-0.625
angular shape,0.25
angular velocity,0.25
angularity,0.25
angulate,0.375
angulation,0.5
angus og,0.375
angus,0.375
angwantibo,0.375
anhedonia,-0.625
animadversion,-0.75
animadvert,-0.625
animal toxin,-0.25
animal,-0.375
animalism,-0.25
animate being,-0.375
animated,0.375
animatedly,0.25
animating,0.5
anionic detergent,-0.5
anionic,-0.5
anise cookie,-0.5
anise-scented,-0.25
anisogamete,-0.25
anisotropic,-0.75
anne sexton,0.375
annelida,0.25
annihilated,-0.25
annihilating,0.375
annihilative,0.375
annoyed,-0.625
annoying,-0.5
annoyingly,-0.25
annually,-0.25
annul,-0.375
anodyne,-0.375
anoectochilus,0.375
anomalously,0.25
anomia ephippium,0.25
anomia,-0.5
anomic aphasia,-0.5
anomic,0.5
anon.,-0.5
anonymous,-0.5
anonymously,-0.375
anopheles,-0.375
anopia,-0.375
anoplura,-0.375
anorchia,-0.5
anorchidism,-0.5
anorchism,-0.5
anorectic,-0.375
anorexia nervosa,-0.625
anorexic,-0.375
anorexigenic,-0.5
anorgasmia,-0.5
anosmia,-0.625
anovulation,-0.625
anoxemia,-0.375
anoxemic,-0.25
anoxia,-0.75
anoxic anoxia,-0.375
anoxic,-0.375
anseriformes,-0.375
answer,-0.25
answerable,0.625
answering,-0.25
ant thrush,0.375
antacid,-0.375
antagonistic,-0.5
antagonistically,0.25
antagonize,-0.25
anteriority,-0.5
anthelminthic,0.75
anthelmintic,0.75
anthemis cotula,0.5
antheraea,0.375
antheral,0.375
antheridial,0.25
anthonomus grandis,-0.375
anthonomus,-0.25
anthracosis,-0.25
anthroposophy,0.375
anti,-0.375
anti-intellectual,0.5
anti-semitic,-0.75
anti-takeover defense,-0.25
antianxiety agent,-0.25
antianxiety drug,-0.375
antiauthoritarian,-0.375
antibacterial,0.625
antic,0.375
anticancer,-0.25
anticipant,0.625
anticipated,0.25
anticipative,0.625
anticipatory,0.25
antifeminist,-0.625
antifertility,0.5
antifungal,0.625
antigonus cyclops,0.25
antigonus,0.25
antihaemophilic factor,-0.625
antihaemophilic globulin,-0.625
antihemophilic factor,-0.625
antihemophilic globulin,-0.625
antimagnetic,-0.375
antimicrobial,0.625
antimicrobic,0.625
antineoplastic,-0.25
antinomianism,0.5
antinomy,0.25
antipathy,-0.5
antipernicious anemia factor,-0.25
antipersonnel,-0.25
antiphlogistic,-0.75
antiphrasis,-0.25
antipode,0.625
antipsychotic agent,0.25
antipsychotic drug,0.25
antipsychotic,0.25
antipyresis,-0.25
antipyretic,0.5
antiquate,-0.25
antiquated,-0.375
antique,-0.25
antisemitic,-0.75
antisepticize,0.25
antisocial personality disorder,0.375
antitauon,0.375
antithesis,0.75
antithetic,0.375
antithetical,0.375
antithetically,0.25
antitoxin,0.25
antitumor,-0.25
antitumour,-0.25
antiviral,0.5
antonio stradivari,0.375
antonius stradivarius,0.375
antsy,-0.625
anuresis,-0.375
anuretic,-0.25
anuria,-0.375
anuric,-0.25
anurous,-0.625
anxiety neurosis,0.25
anxiolytic drug,-0.375
anxiolytic,0.5
aortic stenosis,-0.375
aortitis,-0.625
apart,0.5
apathetic,-0.5
apathetically,0.375
apathy,-0.625
ape,-0.5
aper,-0.375
aperient,-0.625
apgar score,-0.25
aphakia,-0.625
aphakic,-0.375
aphasia,-0.375
aphasic,-0.375
aphonic,-0.75
aphrodisia,0.625
aphrodisiac,0.625
aphrodisiacal,0.625
aphyllanthaceae,-0.25
apiculate,0.25
apish,-0.5
aplanatic,0.5
aplastic anaemia,-0.5
aplastic anemia,-0.5
aplomb,-0.25
apocalypse,-0.5
apocynum cannabinum,-0.75
apolitical,0.25
apologetic,-0.625
apologetically,0.25
apologize,-0.625
apology,-0.625
apostate,-0.625
apostrophe,-0.25
apotheosis,0.75
apotropaic,-0.75
appal,-0.25
appall,-0.25
appalled,0.25
appalling,-0.5
apparent,0.625
apparently,0.375
apparitional,-0.25
appeal board,-0.375
appealable,0.5
appealing,0.25
appealingly,0.375
appealingness,0.5
appeals board,-0.375
appeasable,0.625
appease,0.875
appeasing,-0.25
appendicitis,-0.625
appendicularia,0.375
appetence,-0.25
appetency,-0.25
appetent,0.625
appetising,0.25
appetisingness,-0.25
appetite,-0.25
appetizing,0.25
appetizingness,-0.25
applaudable,0.625
applause,0.375
apple blight,0.375
apple canker,0.375
apple polisher,0.625
apple rust,-0.625
apple-scented,-0.25
applecart,-0.25
applicability,0.25
applicable,0.5
applicative,0.25
applicatory,0.25
apposable,0.625
appositeness,0.75
appositively,0.25
appraiser,0.25
appraising,0.5
appreciated,0.375
appreciation,0.5
appreciative,-0.5
appreciatively,0.25
appreciativeness,-0.375
apprehended,0.375
apprehensible,0.25
apprehensive,0.375
approachable,0.625
approbation,0.25
approbative,0.5
approbatory,0.5
appropriately,0.25
approving,0.5
approvingly,0.375
approximate,-0.5
approximately,0.25
approximation,-0.25
approximative,-0.5
apractic,-0.5
apraxia,-0.5
apraxic,-0.5
apropos,0.375
apt,0.375
apteral,-0.5
aptly,0.375
aptness,-0.25
apyretic tetanus,-0.875
aquaphobic,-0.75
arable,0.625
arame,-0.5
aranyaka,0.25
ararat,0.375
arbitrarily,0.375
arbitrariness,0.5
arborist,-0.25
arcade,-0.25
arcane,0.375
archaic,-0.375
archangel,0.625
archangelic,0.25
archangelical,0.25
archbishop,0.5
archducal,-0.25
archiannelid,-0.375
archibald macleish,0.375
archilochus colubris,0.375
archimandrite,0.5
archness,-0.75
arcidae,-0.375
arctiid moth,0.25
arctiid,0.25
arctocebus calabarensis,0.375
ardently,0.25
ards,-0.75
arduous,-0.375
arduously,0.375
areflexia,-0.375
arena theater,-0.625
argentiferous,0.25
argentine hemorrhagic fever,-0.25
arginine,-0.5
argonauta argo,0.25
arguable,0.625
argufy,0.25
argumentatively,0.25
arhant,0.375
arhat,0.375
ariadne,0.375
arianism,0.375
arid,-0.375
aridity,0.375
aridness,-0.5
aright,0.25
ariidae,-0.25
aristolochiales,-0.25
aristotelian logic,0.25
arithmetically,0.25
arjuna,0.25
armadillidiidae,-0.25
armadillidium,-0.25
armeria,-0.5
armor-clad,-0.375
armor-plated,-0.375
armour-clad,-0.375
armour-plated,-0.375
around the bend,-0.375
arrant,0.625
arrayed,-0.25
arrhythmic,-0.75
arrhythmical,-0.5
arriviste,-0.25
arrogator,-0.5
arroz con pollo,0.5
arse about,-0.25
arse around,-0.25
art paper,0.5
artemisia californica,-0.375
arteria ileum,0.25
arterial road,0.25
arteriectasia,-0.375
arteriectasis,-0.375
arteriosclerotic,-0.375
arteritis,-0.75
artful,-0.875
artfully,0.25
artfulness,0.75
arthralgia,-0.375
arthritis,-0.25
arthropathy,0.5
articulate,-0.375
articulated,-0.625
artificial flower,-0.375
artificial respiration,-0.25
artificiality,-0.375
artificially,-0.625
artistic creation,0.25
artistic production,0.25
artistry,0.375
artless,-0.375
artlessly,0.25
artlessness,0.25
artsy-craftsy,0.25
arty,-0.25
arty-crafty,0.25
as a matter of fact,0.25
as it is,-0.5
as luck would have it,0.5
as such,0.625
as usual,0.375
asafetida,-0.25
asafoetida,-0.25
asarum,-0.375
asbestosis,-0.5
ascendable,0.625
ascendant,-0.25
ascendent,-0.25
ascendible,0.625
ascensive,-0.25
ascertainable,0.625
ascetically,0.375
aschelminthes,0.25
ascidian tadpole,0.5
ascribable,-0.25
aseptic,0.625
asexual reproduction,-0.375
asexual,-0.625
asexuality,-0.5
asexually,0.25
ashamed,-0.75
ashamedly,-0.25
asian influenza,-0.25
asiatic flu,-0.25
asilidae,-0.25
asinine,0.375
asininity,0.375
ask for it,-0.25
ask for trouble,-0.25
askance,-0.25
aspartame,0.25
asperger's syndrome,-0.5
aspergillus fumigatus,-0.375
asperity,-0.375
asperse,0.375
aspheric,0.375
aspherical,0.375
asphyxia,-0.625
asphyxiated,-0.25
asphyxiating,-0.25
aspirant,0.5
aspiration pneumonia,-0.75
aspiring,0.5
asplenium scolopendrium,0.25
assail,-0.375
assailability,-0.25
assailable,-0.625
assassinate,0.5
assassination,-0.25
assault and battery,-0.25
assault,-0.375
assaultive,0.25
assayer,0.375
assentient,0.25
assertable,0.625
asserted,0.5
asserter,0.25
assertion,0.375
assertive,0.375
assertively,0.25
assessable,0.5
asset,0.625
assets,0.25
asseveration,0.375
asseverator,0.25
asshole,-0.25
assiduity,0.375
assiduousness,0.375
assimilate,0.375
assimilating,-0.75
assimilative,-0.75
assimilatory,-0.75
assistant professor,-0.625
assistive,0.5
associability,0.25
associable,0.625
associableness,0.25
associate professor,0.375
associate,-0.375
associative,-0.625
associatory,-0.625
assoil,0.25
assuage,0.875
assuasive,0.25
assume,-0.375
assuming,-0.5
assumptive,-0.5
assured,0.625
assuredly,-0.25
assuredness,-0.25
assuring,0.5
astasia,-0.625
astatic,-0.375
asteriated,0.625
asterisked,0.375
asternal,-0.625
asthenia,-0.5
asthenic,-0.5
asthenosphere,-0.25
astheny,-0.5
asthma attack,-0.375
asthma,-0.375
asthmatic,-0.75
astigmatism,-0.625
astigmia,-0.625
astomatal,-0.25
astomatous,-0.5
astonied,-0.5
astonish,-0.25
astonished,-0.5
astonishing,0.25
astonishment,-0.375
astound,-0.25
astounded,-0.5
astounding,-0.25
astral,0.25
astraphobia,0.25
astringent,-0.25
astute,0.5
astylar,-0.25
asura,-0.25
asylum,-0.375
asymmetric,-0.375
asymmetrical,-0.375
asymmetry,-0.375
asymptomatic,-0.25
asynchronous operation,-0.375
asynchronous transfer mode,0.5
asyndetic,-0.25
asyndeton,0.25
asynergia,-0.625
asynergy,-0.625
asystole,-0.625
at a loss,-0.5
at all,0.375
at first glance,-0.25
at first sight,-0.25
at large,-0.25
at least,-0.375
at length,0.375
at loggerheads,-0.25
at most,-0.25
at odds,0.5
at once,-0.375
at peace,-0.5
at random,0.375
at sea,-0.5
at the least,-0.375
at the most,-0.25
at variance,-0.75
atactic abasia,-0.375
atactic,-0.25
ataractic agent,-0.25
ataractic drug,-0.25
ataractic,-0.25
ataraxic,-0.25
ataraxis,-0.375
ataxia,-0.625
ataxic abasia,-0.375
ataxic,-0.25
ataxy,-0.625
atheist,-0.25
atheistical,-0.25
athirst,-0.375
athlete's foot,-0.25
athletic wear,-0.25
athyrium distentifolium,0.25
ativan,-0.375
atlantic sailfish,0.375
atmospheric phenomenon,-0.25
atomic number 1,-0.25
atonal,-0.375
atonalism,-0.25
atonality,-0.25
atonement,-0.75
atonia,-0.5
atonic,-0.5
atonicity,-0.5
atony,-0.5
atopic dermatitis,0.25
atopic eczema,0.25
atopognosia,-0.375
atopognosis,-0.375
atoxic,-0.625
atrabilious,-0.75
atrioventricular block,-0.5
atrioventricular bundle,-0.25
atrioventricular nodal rhythm,-0.25
atrioventricular trunk,-0.25
atrocious,-0.875
atrociousness,-0.75
atrocity,-0.75
atrophedema,-0.5
atrophic arthritis,-0.25
atropidae,-0.375
attachable,0.5
attacking,0.25
attainable,0.5
